Code UIC,Libellé Gare,Fret,Voyageurs,Code Ligne,Rang,PK,X (Lambert 93),Y (Lambert 93),X (WGS84),Y (WGS84),Commune,Département,coordonnees_geographiques
87747220.0,Le Grand-Lemps,N,O,905000,1.0,84+559,889591.855323,6480315.67005,603743.220458,5684091.04694,Le Grand-Lemps,Isère,"45.3960664112, 5.42351762621"
87723379.0,Heyrieux,O,N,905000,1.0,21+843,860094.805448,6508530.84715,562835.417622,5725642.88087,St-Pierre-de-Chandieu,Rhône,"45.6575670076, 5.05603658093"
87751354.0,Mirabeau,N,N,905000,1.0,359+850,915205.68652,6292044.28916,631111.0545,5418315.72635,Mirabeau,Vaucluse,"43.6946902768, 5.66936706235"
87761320.0,Manthes-Lapeyrouse,O,N,907000,1.0,14+160,855638.95266,6470062.12315,555084.710562,5670823.10809,Manthes,Drôme,"45.3123104421, 4.98641079478"
87741181.0,Montmélian,O,O,909000,1.0,49+766,937607.463856,6493897.14148,672752.129242,5701110.9107,Montmélian,Savoie,"45.5033255105, 6.04343520123"
87761874.0,Luc-en-Diois,N,O,912000,1.0,73+609,894740.654185,6393576.89705,607229.190602,5560962.96729,Luc-en-Diois,Drôme,"44.6140380881, 5.45483262881"
87763003.0,Gap,N,O,915000,1.0,266+326,944954.428817,6389742.05047,677417.345247,5553091.50111,Gap,Hautes-Alpes,"44.5636806625, 6.08534354963"
87763417.0,La Bâtie-Neuve-Le Laus,N,N,915000,1.0,275+640,953531.410823,6390232.12071,689458.309405,5553300.75261,La Bâtie-Neuve,Hautes-Alpes,"44.565019906, 6.19350937101"
87763508.0,Montdauphin-Guillestre,N,O,915000,2.0,321+194,986456.936799,6403832.90734,736438.175185,5570434.29028,Eygliers,Hautes-Alpes,"44.6745727091, 6.61553668578"
87763581.0,Prelles,N,N,915000,2.0,343+602,983346.294042,6424009.04907,733360.857688,5599085.48328,St-Martin-de-Queyrières,Hautes-Alpes,"44.8573081847, 6.58789267237"
87763607.0,Briançon,N,O,915000,2.0,348+882,986708.698437,6427754.68321,738336.552726,5604159.98561,Briançon,Hautes-Alpes,"44.8896127773, 6.63259010138"
87751453.0,Malijai,N,N,920000,1.0,310+694,942582.890312,6332430.93051,671015.61677,5473030.75291,Malijai,Alpes-de-Haute-Provenc,"44.0490166119, 6.02783584428"
87753731.0,Lamanon,N,O,925000,1.0,48+964,868611.241609,6291226.54654,566778.531098,5419129.07073,Lamanon,Bouches-du-Rhône,"43.6999727969, 5.09145817195"
87765008.0,Avignon,O,O,925000,1.0,0+000,844952.569847,6317513.33707,534952.494895,5456425.70934,Avignon,Vaucluse,"43.9417074848, 4.80556002442"
87765453.0,Le Thor,N,O,925000,1.0,18+876,860306.243914,6316175.63915,556186.671881,5454051.14504,Le Thor,Vaucluse,"43.9263461425, 4.99630988174"
87765420.0,Morières-lès-Avignon,N,O,925000,1.0,8+976,853204.863512,6317678.78673,546396.492313,5456385.8509,Morières-lès-Avignon,Vaucluse,"43.9414496684, 4.90836320233"
87765735.0,Carpentras,O,N,926000,1.0,21+926,863773.60692,6329891.60997,561483.320793,5473020.2946,Carpentras,Vaucluse,"44.0489490868, 5.04389048847"
87751511.0,Les Milles,N,N,928000,1.0,18+556,892741.312255,6269988.52417,599193.933073,5388820.03861,Aix-en-Provence,Bouches-du-Rhône,"43.5028068688, 5.38265068231"
87674770.0,Aix-en-Provence-Marchandises,O,N,928106,1.0,1+118,891728.509555,6268742.04494,597749.571383,5387141.92548,Aix-en-Provence,Bouches-du-Rhône,"43.4918715519, 5.36967576048"
87757641.0,Golfe-Juan-Vallauris,N,O,930000,1.0,199+169,1029012.86086,6282586.86556,787350.391319,5398517.6058,Vallauris,Alpes-Maritimes,"43.565961653, 7.07288890475"
87757666.0,Juan-les-Pins,N,O,930000,1.0,202+318,1032105.40638,6283308.5027,791656.105233,5399292.37571,Antibes,Alpes-Maritimes,"43.5710044392, 7.11156779101"
87757674.0,Antibes,O,O,930000,1.0,204+151,1032637.12878,6284992.52857,792508.544585,5401579.24794,Antibes,Alpes-Maritimes,"43.5858866638, 7.11922538394"
87757690.0,Biot,N,O,930000,1.0,207+063,1033072.38113,6287799.00695,793309.454687,5405424.11401,Antibes,Alpes-Maritimes,"43.6108995174, 7.12642008179"
87756320.0,Cagnes-sur-Mer,N,O,930000,1.0,212+713,1034566.88272,6293081.7059,795749.190055,5412616.67354,Cagnes-sur-Mer,Alpes-Maritimes,"43.6576629378, 7.14833659754"
87756338.0,Cros-de-Cagnes,N,O,930000,1.0,214+348,1036054.7638,6293471.21695,797827.402484,5413046.79832,Cagnes-sur-Mer,Alpes-Maritimes,"43.6604583003, 7.16700549747"
87756254.0,Nice-St-Augustin,N,O,930000,1.0,218+746,1039977.66056,6294816.62401,803331.169478,5414618.9187,Nice,Alpes-Maritimes,"43.6706743363, 7.21644667755"
87756056.0,Nice-Ville,N,O,930000,1.0,224+114,1043421.83653,6298798.89233,808373.461513,5419871.27692,Nice,Alpes-Maritimes,"43.7047928814, 7.26174235752"
87756361.0,Villefranche-sur-Mer,N,O,930000,1.0,228+726,1047628.81931,6299267.90132,814209.010866,5420203.79947,Villefranche-sur-Mer,Alpes-Maritimes,"43.7069522457, 7.31416398929"
87756486.0,Menton,N,O,930000,1.0,248+586,1061605.11449,6307572.80877,834128.666211,5430620.46823,Menton,Alpes-Maritimes,"43.7745575414, 7.49310529775"
87751008.0,Marseille-St-Charles,O,O,930000,1.0,0+050,893268.208158,6247771.47242,598996.995787,5358187.82687,Marseille-01,Bouches-du-Rhône,"43.3028821962, 5.38088156457"
87755405.0,Le Luc-et-Le Cannet,O,O,930000,1.0,120+193,970931.14481,6260305.84237,706118.650579,5371561.9764,Le Cannet-des-Maures,Var,"43.3902512734, 6.34317176217"
87755496.0,Puget-sur-Argens,N,N,930000,1.0,153+087,998065.237686,6268616.32601,743871.428408,5381345.86291,Puget-sur-Argens,Var,"43.4540866492, 6.68231073559"
87757518.0,Fréjus-St-Raphaël,N,O,930000,1.0,159+850,1004109.52788,6266081.56807,752005.741625,5377460.97633,Fréjus,Var,"43.4287476016, 6.75538251443"
87755264.0,La Seyne-Tamaris-sur-Mer,O,O,930000,1.0,61+820,934265.746248,6228462.11243,654209.154993,5329799.60367,La Seyne-sur-Mer,Var,"43.1170142552, 5.87686082941"
87755314.0,La Pauline-Hyères,O,O,930000,1.0,77+125,947093.809722,6231143.57424,671869.663206,5332816.9704,La Garde,Var,"43.1367969448, 6.03550787394"
87755363.0,Puget-Ville,N,O,930000,1.0,97+200,954793.781085,6247678.407,683286.971593,5355102.30877,Puget-Ville,Var,"43.2827076333, 6.13807130021"
87753004.0,Miramas,O,O,935000,1.0,809+266,861533.703734,6277807.38826,556540.974967,5400815.78814,Miramas,Bouches-du-Rhône,"43.5809187235, 4.99949264052"
87752808.0,Marseille-Maritime-Arenc,O,N,940100,1.0,0+000,891774.39198,6249765.55451,597031.494651,5360992.70244,Marseille-02,Bouches-du-Rhône,"43.3212159796, 5.36322516745"
87752717.0,Marseille-Maritime-Canet,O,N,940100,1.0,1+439,892218.105987,6250653.97543,597676.362565,5362196.82256,Marseille-14,Bouches-du-Rhône,"43.3290848912, 5.36901811449"
87755611.0,La Crau,N,O,942000,1.0,3+150,949762.957645,6232145.26848,675569.391772,5334048.93999,La Crau,Var,"43.1448722384, 6.06874310112"
87757617.0,Cannes-la-Bocca,N,O,944000,1.0,2+727,1022099.3258,6280292.31077,777680.158234,5395837.83619,Cannes,Alpes-Maritimes,"43.5485164385, 6.98601972302"
87757740.0,La Frayère,N,O,944000,1.0,4+376,1020926.1109,6281299.46969,776136.411767,5397309.63052,Cannes,Alpes-Maritimes,"43.5580983977, 6.97215201257"
87756783.0,Peillon-Ste-Thècle,N,O,945000,1.0,13+457,1051496.14796,6306266.99445,820075.120203,5429598.19304,Peillon,Alpes-Maritimes,"43.7679262442, 7.36686014609"
87751529.0,L'Ariane,N,O,945000,1.0,5+600,1046510.11026,6302247.20421,812890.60717,5424411.54844,La Trinité,Alpes-Maritimes,"43.7342701771, 7.30232056744"
87756866.0,St-Dalmas-de-Tende,N,O,946000,1.0,58+128,1067063.52746,6339165.6823,844195.743692,5474048.11473,Tende,Alpes-Maritimes,"44.0555849444, 7.58353939344"
87756833.0,Breil-sur-Roya,N,O,946000,1.0,77+716,1062394.22358,6326482.78756,836712.183376,5456787.81083,Breil-sur-Roya,Alpes-Maritimes,"43.9440496141, 7.51631342731"
87756742.0,Limone,N,O,946000,1.0,31+800,1065352.051,6349906.74371,842685.165938,5489148.20599,Limone,Italie,"44.1529891143, 7.56996964262"
87114413.0,Sucy-Bonneuil,O,N,956000,1.0,19+400,663819.163269,6852503.47434,279155.488581,6236197.63426,Sucy-en-Brie,Val-de-Marne,"48.7716145325, 2.50769642038"
87113407.0,Bondy,N,O,958000,1.0,0+000,661675.129175,6866169.87173,275770.991305,6256961.46472,Bondy,Seine-St-Denis,"48.894395412, 2.47729296406"
87697292.0,Épinay-sur-Seine TT,N,O,960000,1.0,44+881,648872.659909,6872926.51984,256243.583677,6267104.48546,Épinay-sur-Seine,Seine-St-Denis,"48.9542638444, 2.30187527674"
87271148.0,Épinay-sur-Seine,N,O,962000,1.0,16+667,648908.394336,6872903.21705,256298.211044,6267069.44504,Épinay-sur-Seine,Seine-St-Denis,"48.9540571445, 2.30236600273"
87271254.0,St-Ouen-Garibaldi,N,N,963000,1.0,5+181,650870.49485,6867655.30862,259348.203507,6259099.23053,St-Ouen,Seine-St-Denis,"48.9070193867, 2.32976455119"
87381129.0,Clichy-Levallois,N,O,973000,1.0,3+203,648491.908319,6866667.89091,255749.503316,6257564.04463,Levallois-Perret,Hauts-de-Seine,"48.8979541009, 2.29743687734"
87382002.0,Bécon-les-Bruyères,O,O,975000,1.0,5+708,646069.18161,6867769.95175,252055.495036,6259208.72889,Bois-Colombes,Hauts-de-Seine,"48.9076659126, 2.26425303637"
87386003.0,La Garenne-Colombes,N,O,975000,1.0,8+145,644279.677699,6868012.83592,249334.44795,6259552.83072,Colombes,Hauts-de-Seine,"48.9096975849, 2.23980945452"
87381111.0,Pont-Cardinet,N,O,975000,1.0,1+525,649742.674865,6865525.88123,257663.598615,6255841.98306,Paris-17,Paris,"48.887783356, 2.31463148797"
87758607.0,Chatelet-les-Halles,N,O,981000,2.0,2+447,652170.275693,6862392.97047,261387.995053,6251104.89373,Paris-01,Paris,"48.8597947456, 2.34808831042"
87615351.0,Roquesérière,N,O,718000,1.0,371+669,588769.214315,6295628.94575,180243.315958,5426978.5793,Buzet-sur-Tarn,Haute-Garonne,"43.7509299714, 1.61915325585"
87615369.0,Montastruc-la-Conseillère,N,O,718000,1.0,376+469,587085.302615,6291800.24196,178010.583621,5421630.4782,Montastruc-la-Conseillère,Haute-Garonne,"43.716216055, 1.59909628001"
87611848.0,Montrabé,N,O,718000,1.0,388+707,580972.643509,6283974.1421,169772.098488,5410638.61325,Montrabé,Haute-Garonne,"43.644805933, 1.52508870889"
87594747.0,Bétaille,N,O,719000,1.0,643+965,600195.85045,6427824.45191,193104.352795,5612462.6241,Bétaille,Lot,"44.9424287756, 1.73468591546"
87645184.0,Boisset (Cantal),N,O,720000,1.0,269+260,640641.48903,6409891.62149,250421.389759,5587836.66782,Boisset,Cantal,"44.7856328845, 2.24957361891"
87781534.0,Montpaon,N,O,722000,1.0,508+053,708818.516281,6307721.2912,346169.654801,5445106.20791,Fondamente,Aveyron,"43.868444642, 3.10969491806"
87783365.0,Sévérac-le-Château,O,O,722000,1.0,579+559,704484.516565,6358541.18056,340218.394064,5516012.67245,Sévérac-le-Château,Aveyron,"44.3258834036, 3.05623383327"
87783340.0,Campagnac-St-Geniez,N,O,722000,1.0,593+156,705272.755852,6369219.46815,341331.1965,5530981.61749,Campagnac,Aveyron,"44.4220000916, 3.06623030763"
87783175.0,St-Flour-Chaudes-Aigues,O,O,722000,1.0,689+628,708358.81607,6437308.69256,345774.310274,5627028.7175,St-Flour,Cantal,"45.0349715199, 3.10614347776"
87781690.0,Ribaute-les-Lieuran,N,N,722000,1.0,441+328,718640.072865,6255725.76003,359560.009534,5373118.09863,Lieuran-lès-Béziers,Hérault,"43.4004087591, 3.22998252123"
87781609.0,Bédarieux,N,O,722000,1.0,474+462,712087.61778,6278851.60919,350620.659929,5405072.70759,Bédarieux,Hérault,"43.6086138677, 3.14967897742"
87781575.0,Lunas,N,O,722000,1.0,486+850,715711.072529,6290076.29516,355653.585134,5420602.64533,Lunas,Hérault,"43.7095422035, 3.19489051378"
87781559.0,Les Cabrils,N,O,722000,1.0,495+311,714991.532407,6297855.64585,354685.320299,5431391.74261,Roqueredonde,Hérault,"43.7795601593, 3.18619244277"
87783290.0,Chirac,N,O,722000,1.0,617+440,720971.56391,6380624.81038,363335.528719,5546952.44866,Chirac,Lozère,"44.5243760106, 3.26389858712"
87783274.0,St-Sauveur-de-Peyre,N,N,722000,1.0,635+051,724276.242447,6395767.0629,368046.952016,5568245.00828,St-Sauveur-de-Peyre,Lozère,"44.660585836, 3.3062220227"
87783647.0,Bagnols-Chadenet,N,O,723000,1.0,658+928,749930.034347,6381259.1875,403906.53339,5547614.17096,Chadenet,Lozère,"44.5286138955, 3.628354123"
87783670.0,Belvezet,N,O,723000,1.0,674+319,759704.514457,6385026.17175,417649.297425,5552790.67063,Belvezet,Lozère,"44.5617552446, 3.75180747279"
87613000.0,Cahors,O,O,724000,1.0,659+154,575299.001152,6373451.08243,159498.514641,5535186.62943,Cahors,Lot,"44.4489723969, 1.43279953496"
87783761.0,Laissac,N,O,725000,1.0,601+062,685842.089922,6364017.95412,314178.319577,5523667.2719,Laissac,Aveyron,"44.3750538542, 2.82231186416"
87783456.0,Tournemire-Roquefort,N,O,727000,1.0,524+584,701331.430856,6318997.87172,335805.414426,5460797.98718,Tournemire,Aveyron,"43.9699818963, 3.01659136269"
87781187.0,Colombiers,O,N,733000,1.0,424+690,711376.205892,6246643.31685,349561.208242,5360631.57343,Colombiers,Hérault,"43.3188558068, 3.14016176099"
87613430.0,Paraire,N,O,736000,1.0,492+207,664776.032796,6361373.70566,284767.832502,5519845.23149,Rodez,Aveyron,"44.3505075693, 2.55811296363"
87615005.0,Albi-Ville,O,O,736000,1.0,413+323,630752.148371,6314082.81876,237977.097552,5453433.05552,Albi,Tarn,"43.9223469962, 2.13778464001"
87615674.0,Tanus,N,O,736000,1.0,447+272,645232.451899,6333751.61688,257810.305666,5481028.6145,Tanus,Tarn,"44.1006330822, 2.31594937984"
87615468.0,Castres (Tarn),O,O,737000,1.0,366+152,637900.852537,6278087.06999,248370.71115,5403612.85574,Castres,Tarn,"43.5991176358, 2.23115205953"
87615245.0,Tessonnières,O,O,741000,1.0,338+734,614710.110579,6314989.14334,215727.474152,5454421.73258,Gaillac,Tarn,"43.9287437792, 1.93791287235"
87681304.0,Vigneux-sur-Seine,N,O,745000,1.0,17+832,656916.832696,6845525.19851,268779.282089,6225531.88999,Vigneux-sur-Seine,Essonne,"48.7084287513, 2.41448537156"
87681361.0,Évry,N,O,745000,1.0,29+476,659630.95227,6837298.33462,272971.605324,6213087.9185,Évry,Essonne,"48.6346080209, 2.45214565193"
87681452.0,La Ferté-Alais,N,O,745000,1.0,52+515,652117.76013,6820698.5431,261827.429929,6187886.80033,La Ferté-Alais,Essonne,"48.4847773318, 2.35203582107"
87681478.0,Boutigny,N,O,745000,1.0,59+109,653860.245946,6815142.46952,264518.363008,6179517.72184,Boutigny-sur-Essonne,Essonne,"48.4349216455, 2.3762088842"
87684001.0,Montargis,O,O,745000,1.0,124+386,680843.119514,6767424.08118,305360.613825,6108006.54509,Montargis,Loiret,"48.0069223533, 2.74310106568"
87681627.0,Le Plessis-Chenet,N,O,746000,1.0,37+886,661607.538322,6830523.19678,276025.069521,6202848.85268,Le Coudray-Montceaux,Essonne,"48.5737862197, 2.47957538751"
87682526.0,Ponthierry-Pringy,N,O,746000,1.0,47+628,666413.579951,6826181.32228,283314.858874,6196325.22013,St-Fargeau-Ponthierry,Seine-et-Marne,"48.5349965234, 2.54506067945"
87682518.0,Boissise-le-Roi,N,O,746000,1.0,49+850,668505.921516,6825521.41937,286475.128337,6195344.9758,Boissise-le-Roi,Seine-et-Marne,"48.5291653938, 2.57344986305"
87682005.0,Melun,O,O,746000,1.0,56+907,674404.731984,6825346.08467,295369.745858,6195123.52229,Melun,Seine-et-Marne,"48.5278479516, 2.65335157171"
87682419.0,Chartrettes,N,O,746000,1.0,62+736,677470.405391,6820796.70034,300018.145244,6188266.22206,Chartrettes,Seine-et-Marne,"48.4870364361, 2.69510885386"
87682443.0,Vulaines-sur-Seine-Samoreau,N,O,746000,1.0,74+298,681733.833183,6814504.91928,306470.496941,6178787.38981,Vulaines-sur-Seine,Seine-et-Marne,"48.4305686398, 2.75307131535"
87682476.0,La Grande-Paroisse,N,O,746000,1.0,89+573,692390.007845,6808723.16302,322517.813281,6170100.75615,La Grande-Paroisse,Seine-et-Marne,"48.3787650074, 2.89722681071"
87684621.0,La Chapelle-la-Reine,O,N,747000,1.0,9+687,667938.516482,6802503.82857,285809.76439,6160603.12666,La Chapelle-la-Reine,Seine-et-Marne,"48.3220645286, 2.56747279703"
87696328.0,Moulins-sur-Allier,O,O,750000,1.0,313+095,725982.691514,6606856.27763,371716.329457,5870748.15108,Moulins,Allier,"46.5612345193, 3.33918460108"
87726802.0,Roanne,O,O,750000,1.0,420+471,782212.587582,6549399.28843,452298.60917,5786660.47519,Roanne,Loire,"46.0393696175, 4.06306753604"
87726232.0,La Fouillouse,O,O,750000,1.0,492+706,802879.016823,6489525.8297,480604.005738,5700181.45022,La Fouillouse,Loire,"45.4974733202, 4.31733923964"
87726315.0,Grand-Croix,N,N,750000,1.0,518+109,822035.47234,6489655.837,507907.047211,5699867.79033,St-Paul-en-Jarez,Loire,"45.4954982766, 4.56260663422"
87726331.0,Rive-de-Gier,N,O,750000,1.0,523+097,825404.713713,6492934.93871,512803.32083,5704460.53482,Rive-de-Gier,Loire,"45.5244108045, 4.60659060849"
87684233.0,Dordives,N,O,750000,1.0,101+349,682339.285583,6783021.14118,307524.092186,6131398.12611,Dordives,Loiret,"48.1473164312, 2.76253592246"
87696138.0,Myennes,O,N,750000,1.0,191+002,694825.169553,6705551.08857,326313.66545,6015885.77609,Myennes,Nièvre,"47.4502941466, 2.93132553091"
87696195.0,La Charité,O,O,750000,1.0,226+970,701823.808245,6675519.90721,336639.264926,5971497.95159,La Charité-sur-Loire,Nièvre,"47.1799612095, 3.02408196918"
87696229.0,Fourchambault,O,O,750000,1.0,246+636,706635.417361,6657638.59938,343682.707485,5945166.71444,Fourchambault,Nièvre,"47.0189436979, 3.08735429021"
87696005.0,Nevers,O,O,750000,1.0,253+040,711439.837743,6654133.42805,350713.802816,5940004.64839,Nevers,Nièvre,"46.9873201786, 3.15051569422"
87696245.0,Sampanges,N,N,750000,1.0,259+738,708686.892132,6649304.31662,346671.484712,5932919.14367,Gimouille,Nièvre,"46.9438829296, 3.11420293285"
87722405.0,Givors-Ville,O,O,750000,1.0,537+802,837689.187135,6499940.67489,530540.548788,5714111.71552,Givors,Rhône,"45.5851191153, 4.76592683822"
87722439.0,Givors-Canal,N,O,750000,1.0,539+272,838164.594792,6501167.52758,531258.381509,5715853.43206,Givors,Rhône,"45.5960679571, 4.77237523926"
87722264.0,Vernaison,N,O,750000,1.0,546+055,841245.490945,6506729.99345,535838.791199,5723723.43268,Vernaison,Rhône,"45.645514012, 4.81352175959"
87722207.0,Oullins,O,O,750000,1.0,555+074,841041.260102,6514728.62878,535809.470389,5735203.5453,Oullins,Rhône,"45.7175636715, 4.81325836626"
87722009.0,Lyon-Perrache-Marchandises,N,N,750000,1.0,558+520,841660.666587,6517930.96297,536801.359976,5739780.70602,Lyon-02,Rhône,"45.7462642497, 4.82216866202"
87723254.0,Lyon-St-Clair,N,N,752330,1.0,394+427,844648.052177,6522984.06504,541248.005647,5746940.11703,Caluire-et-Cuire,Rhône,"45.7911269655, 4.86211355972"
87683268.0,Laroche-Migennes,O,O,753000,1.0,154+874,738282.876107,6762396.57424,391058.72771,6100342.52246,Migennes,Yonne,"47.960840273, 3.5129403209"
87683649.0,Cravant-Bazarnes,O,O,753000,1.0,191+390,751084.33138,6731237.7199,409750.99825,6053707.19704,Bazarnes,Yonne,"47.6795452148, 3.68085584411"
87694547.0,Cordesse-Igornay,N,O,755000,1.0,302+609,801947.770924,6662060.15768,483459.269242,5950399.21827,Cordesse,Saône-et-Loire,"47.0509796251, 4.3429885081"
87683649.0,Cravant-Bazarnes,O,O,755000,1.0,191+390,751084.33138,6731237.7199,409750.99825,6053707.19704,Bazarnes,Yonne,"47.6795452148, 3.68085584411"
87683656.0,Accolay,N,O,755000,1.0,195+919,753606.765804,6729013.93385,413463.429198,6050365.38195,Accolay,Yonne,"47.6593295144, 3.71420517873"
87683672.0,Lucy-sur-Cure-Bessy,N,O,755000,1.0,201+244,756021.091579,6725568.28637,416995.66754,6045208.05023,Lucy-sur-Cure,Yonne,"47.6281158101, 3.74593581562"
87683722.0,Sermizelles-Vézelay,N,O,755000,1.0,214+209,759658.378448,6714577.08857,422223.09355,6028829.94219,Givry,Yonne,"47.528866954, 3.79289458245"
87694406.0,Maison-Dieu (Yonne),O,O,755000,1.0,237+390,776883.029452,6711893.37084,447653.100022,6024554.88937,Sceaux,Yonne,"47.5029298156, 4.02133621734"
87696476.0,Sougy,N,O,760000,1.0,31+716,729773.309735,6637213.26082,377442.977613,5915087.69374,Sougy-sur-Loire,Nièvre,"46.8344122359, 3.39062795673"
87696492.0,Cercy-la-Tour,O,O,760000,1.0,52+376,749139.030262,6639927.49089,405758.364066,5918879.03696,Cercy-la-Tour,Nièvre,"46.8577067223, 3.64498940099"
87694380.0,St-Gilles (Saône-et-Loire),N,O,760000,1.0,153+710,826395.301489,6643584.96822,518731.234191,5922587.65997,St-Gilles,Saône-et-Loire,"46.8804831923, 4.65984196024"
87696617.0,Corbigny,O,O,762000,1.0,258+868,751213.463162,6684062.41049,409342.332523,5983778.66808,Corbigny,Nièvre,"47.2548922298, 3.67718473742"
87694687.0,Paray-le-Monial,O,O,769000,1.0,59+095,785474.70332,6594717.93223,457913.468978,5852274.64355,Paray-le-Monial,Saône-et-Loire,"46.4470105648, 4.11350667987"
87696328.0,Moulins-sur-Allier,O,O,770000,1.0,0+000,725982.691514,6606856.27763,371716.329457,5870748.15108,Moulins,Allier,"46.5612345193, 3.33918460108"
87726059.0,Charlieu,N,N,774000,1.0,5+724,790050.582308,6562835.03555,463865.17017,5805921.78657,Charlieu,Loire,"46.159348392, 4.16697172135"
87722702.0,Francheville,N,O,775000,1.0,118+446,837673.820769,6516223.37943,531039.753709,5737459.03014,Francheville,Rhône,"45.731708282, 4.77041127231"
87722728.0,Brignais,N,O,775000,1.0,125+262,837307.456501,6509773.37339,530309.258817,5728215.15484,Brignais,Rhône,"45.6737152947, 4.76384912506"
87721746.0,Civrieux-d'Azergues,N,O,775000,1.0,99+488,833324.003127,6530281.28849,525252.826432,5757803.80189,Civrieux-d'Azergues,Rhône,"45.8591327017, 4.71842642011"
87694737.0,La Clayette-Baudemont,N,O,775000,1.0,28+132,799956.292504,6577299.6587,478495.759953,5826652.9811,Baudemont,Saône-et-Loire,"46.288191385, 4.29840054552"
87725804.0,Pont-de-Veyle,N,O,777300,1.0,6+917,845612.729047,6576080.6756,544451.70283,5823548.21265,Crottet,Ain,"46.2689147073, 4.89089286118"
87726885.0,Montrond-les-Bains,O,O,782000,1.0,63+217,797298.865702,6505753.67988,473017.232327,5723545.76678,Montrond-les-Bains,Loire,"45.6443982444, 4.24918609451"
87721548.0,La Tour-de-Salvagny,N,O,782000,1.0,11+207,833340.097082,6523680.30818,525070.023965,5748309.27741,La Tour-de-Salvagny,Rhône,"45.7997023676, 4.71678427761"
87721464.0,Pontcharra-St-Forgeux,N,O,783000,1.0,467+580,815800.811589,6531299.16778,500144.461252,5759781.69088,Pontcharra-sur-Turdine,Rhône,"45.8715051779, 4.4928741381"
87721431.0,L'Arbresle,N,O,783000,1.0,479+129,825681.402295,6527252.53391,514201.232721,5753678.6607,L'Arbresle,Rhône,"45.833319455, 4.61914826466"
87721415.0,Chazay-Marcilly,N,O,783000,1.0,489+422,833829.636108,6531844.29346,526027.077049,5760037.44339,Marcilly-d'Azergues,Rhône,"45.8731048097, 4.72538163174"
87726448.0,Montbrison,N,O,784000,1.0,111+584,784068.862343,6501131.12698,454021.323686,5717200.34407,Montbrison,Loire,"45.6045334998, 4.07854294382"
87726406.0,Andrézieux,N,O,784000,1.0,129+561,797988.018559,6492128.8708,473692.474235,5704018.25363,Andrézieux-Bouthéon,Loire,"45.521627175, 4.25525189578"
87726224.0,St-Just-sur-Loire,N,N,784000,1.0,132+038,799881.445203,6490902.17977,476363.754815,5702220.17551,St-Just-St-Rambert,Loire,"45.510309012, 4.27924841751"
87734004.0,Clermont-Ferrand,O,O,784000,1.0,0+000,707799.909272,6519881.04076,345132.633447,5744924.31021,Clermont-Ferrand,Puy-de-Dôme,"45.7784990496, 3.10037919673"
87734087.0,Pont-du-Château,N,O,784000,1.0,11+095,718476.657279,6521011.84916,360432.971199,5746516.89444,Pont-du-Château,Puy-de-Dôme,"45.7884759471, 3.23782446928"
87734442.0,Lezoux,O,O,784000,1.0,24+147,729975.645,6524681.66625,376934.92979,5751728.64628,Lezoux,Puy-de-Dôme,"45.8211129871, 3.38606408549"
87732305.0,St-Yorre,O,N,785000,1.0,373+073,735642.909321,6551439.02037,385283.985063,5790255.62981,St-Yorre,Allier,"46.0617836652, 3.46106492508"
87732321.0,Puy-Guillaume,O,N,785000,1.0,385+255,736706.844745,6539868.27996,386716.005496,5773546.81309,Puy-Guillaume,Puy-de-Dôme,"45.9575351837, 3.47392898351"
87734566.0,Vertolaye,N,N,785000,1.0,436+389,754948.201983,6505079.28688,412485.854154,5723330.42273,Vertolaye,Puy-de-Dôme,"45.6430458227, 3.7054234727"
87734582.0,Marsac-en-Livradois,N,N,785000,1.0,456+188,756627.262784,6487210.32258,414650.873993,5697726.02035,Marsac-en-Livradois,Puy-de-Dôme,"45.4820101964, 3.72487217681"
87696344.0,La Ferté-Hauterive,O,N,789000,1.0,332+478,727236.413553,6587865.75256,373414.332109,5843098.77014,La Ferté-Hauterive,Allier,"46.3901858031, 3.35443801843"
87696393.0,St-Pourçain-sur-Sioule,O,N,789000,1.0,343+330,723018.765987,6578391.97823,367252.544751,5829366.79969,St-Pourçain-sur-Sioule,Allier,"46.3050352051, 3.29908574081"
87732404.0,Gannat,O,O,789000,1.0,367+763,715826.980377,6555334.90211,356763.964323,5796006.37482,Gannat,Allier,"46.0976178635, 3.20486521975"
87732206.0,St-Germain-des-Fossés,O,O,790000,1.0,354+443,733191.553965,6567775.25959,381882.377927,5813906.98786,St-Germain-des-Fossés,Allier,"46.2090116909, 3.43050776828"
87775213.0,Génolhac,N,O,790000,1.0,639+759,775861.666341,6361373.3882,439896.056749,5519342.30716,Génolhac,Gard,"44.3472768734, 3.95165351201"
87775239.0,Ste-Cécile-d'Andorge,N,O,790000,1.0,652+544,777908.373651,6351155.88314,442577.60363,5505002.81753,Ste-Cécile-d'Andorge,Gard,"44.2550876387, 3.97574225749"
87775379.0,Fons-St-Mamert,N,O,790000,1.0,703+747,796941.841386,6312769.19598,468292.310277,5451101.81182,Fons,Gard,"43.9072610262, 4.20674139758"
87734293.0,Paulhaguet,N,O,790000,1.0,507+009,739276.678603,6456911.16136,389653.982282,5654706.16672,Salzuit,Haute-Loire,"45.2104029463, 3.50032127803"
87731885.0,Alleyras,N,O,790000,1.0,554+330,753132.945303,6424626.93258,408911.395126,5608747.23514,Alleyras,Haute-Loire,"44.9187998831, 3.67331356092"
