Code UIC,Libellé Gare,Fret,Voyageurs,Code Ligne,Rang,PK,X (Lambert 93),Y (Lambert 93),X (WGS84),Y (WGS84),Commune,Département,coordonnees_geographiques
87471185.0,Messac-Guipry,N,O,463000,1.0,398+272,339653.212698,6757878.01689,-202440.382179,6077344.81839,Messac,Ille-et-Vilaine,"47.8223131529, -1.81855289434"
87471029.0,Vern,N,O,466000,1.0,50+491,357685.415106,6781809.97609,-177731.689903,6114673.30638,Vern-sur-Seiche,Ille-et-Vilaine,"48.0469746653, -1.59659093513"
87476317.0,Quimperlé,O,O,470000,1.0,639+694,210637.786887,6772419.14149,-395516.920856,6085140.14884,Quimperlé,Finistère,"47.8693099943, -3.55298895132"
87474031.0,Hanvec,N,N,470000,1.0,740+360,171994.575187,6828441.66923,-460348.232204,6163846.65533,Hanvec,Finistère,"48.3414353627, -4.13537853007"
87476671.0,Questembert,O,O,470000,1.0,540+326,291464.543625,6745525.10365,-272690.557184,6054309.07004,Questembert,Morbihan,"47.6831853035, -2.44962095353"
87476648.0,Ste-Anne,N,O,470000,1.0,581+996,253190.435395,6747773.9396,-329570.366408,6053535.24772,Pluneret,Morbihan,"47.6785052299, -2.96058097337"
87471243.0,St-Méen,O,N,472000,1.0,68+200,315077.283386,6800114.00667,-243043.38714,6138128.2568,St-Méen-le-Grand,Ille-et-Vilaine,"48.1876390862, -2.18329589373"
87476200.0,Auray,O,O,473000,1.0,584+946,250286.167892,6748188.22577,-333913.441709,6053823.00166,Auray,Morbihan,"47.6802456134, -2.9995954826"
87476408.0,Belz-Ploemel,N,O,473000,1.0,591+597,244616.241576,6745536.31378,-341998.6419,6049244.73262,Ploemel,Morbihan,"47.6525485978, -3.07222607167"
87473330.0,Quintin,O,O,475000,1.0,492+810,264298.903281,6827046.46542,-321902.665552,6173216.53899,St-Brandan,Côte-d'Armor,"48.3973523673, -2.89170084464"
87473389.0,Loudéac,O,O,475000,1.0,523+646,272034.044382,6802276.46368,-307584.31306,6136890.58828,Loudéac,Côte-d'Armor,"48.180226144, -2.76307689577"
87473520.0,Pont-Melvez,N,O,485000,1.0,523+525,233973.211136,6837507.52293,-368620.354557,6185426.00414,Pont-Melvez,Côte-d'Armor,"48.4701231316, -3.31137298535"
87473546.0,Callac,N,O,485000,1.0,537+640,225505.473455,6831132.95019,-380551.07707,6174805.29189,Callac,Côte-d'Armor,"48.4068275395, -3.41854848919"
87473504.0,Carhaix,O,O,485000,1.0,557+991,213580.389665,6817576.25189,-396733.417839,6152971.74177,Carhaix-Plouguer,Finistère,"48.2764597406, -3.56391692966"
87322347.0,Traou-Nez,N,O,486000,1.0,533+580,249361.009788,6867342.29091,-349003.886908,6232303.64475,Plourivo,Côte-d'Armor,"48.7485550462, -3.13515525827"
87491290.0,Loulay,N,O,500000,1.0,450+644,429297.302864,6555301.317,-55846.8144612,5787313.44392,Loulay,Charente-Maritime,"46.0434412373, -0.501680469999"
87491357.0,St-Jean-d'Angély,O,O,500000,1.0,463+049,428167.789934,6543942.0961,-56744.5837518,5770867.72154,St-Jean-d'Angély,Charente-Maritime,"45.9408017047, -0.509745268752"
87491001.0,Saintes,O,O,500000,1.0,488+553,418839.68153,6522913.07875,-68749.5688278,5740032.13115,Saintes,Charente-Maritime,"45.7478403558, -0.617587884553"
87491142.0,Jonzac,O,O,500000,2.0,534+950,430982.256935,6488003.40174,-49202.1300331,5690850.23103,Jonzac,Charente-Maritime,"45.4386871737, -0.441990254204"
87487140.0,Airvault-Gare,O,N,500000,1.0,349+638,460203.764577,6638883.32739,-16183.4109544,5910645.20926,Airvault,Deux-Sèvres,"46.807104203, -0.145378054098"
87487173.0,Parthenay,O,N,500000,1.0,370+238,452308.648318,6621406.2087,-26652.4723229,5884643.68389,Parthenay,Deux-Sèvres,"46.6469941565, -0.239423232472"
87485714.0,Mazières-Verruyes,O,N,500000,1.0,385+400,446547.270796,6608979.73788,-34273.2318872,5866185.90055,Verruyes,Deux-Sèvres,"46.5330478826, -0.307881680396"
87485706.0,Champdeniers-St-Christophe,N,N,500000,1.0,395+864,441543.349065,6601664.32464,-41081.297408,5855234.95393,St-Christophe-sur-Roc,Deux-Sèvres,"46.4653306739, -0.36903957353"
87485359.0,Prissé-la-Charrière,N,O,500000,1.0,437+617,430466.011484,6567402.55323,-54936.5447138,5804864.71819,Prissé-la-Charrière,Deux-Sèvres,"46.1527706799, -0.493503377731"
87394437.0,Illiers-Combray,O,O,500000,1.0,112+148,569874.400417,6801880.94757,138591.846362,6157619.47797,Illiers-Combray,Eure-et-Loir,"48.3042392383, 1.24499173842"
87394403.0,La Taye,O,O,500000,1.0,96+891,579651.979466,6813196.6645,152917.436151,6174986.09405,St-Georges-sur-Eure,Eure-et-Loir,"48.4079057147, 1.37368070102"
87491282.0,Ste-Eulalie-Carbon-Blanc,N,O,500000,2.0,602+692,424289.146048,6428191.27746,-54955.9537606,5605478.92904,Ste-Eulalie,Gironde,"44.8980062828, -0.493677732169"
87487603.0,Saumur-Rive-Droite,O,O,500000,1.0,285+631,467840.693229,6689898.43783,-7939.50190058,5986052.82718,Saumur,Maine-et-Loire,"47.2687564345, -0.071321759051"
87396499.0,Bazouges,N,N,511000,1.0,40+943,462462.484414,6737115.20601,-18639.3995129,6055691.00572,Bazouges-sur-le-Loir,Sarthe,"47.6915421995, -0.167440574691"
87571851.0,St-Genouph,N,O,515000,1.0,244+879,518691.5957,6699490.92402,66465.5804623,6002830.06046,St-Genouph,Indre-et-Loire,"47.3709251339, 0.597070467977"
87571794.0,Port-Boulet,O,O,515000,1.0,281+700,484909.276941,6687024.93182,17326.936591,5982756.62846,Chouzé-sur-Loire,Indre-et-Loire,"47.2486602754, 0.155650519668"
87481135.0,Ste-Luce,N,N,515000,1.0,423+637,362231.587131,6692712.68514,-163423.017883,5982761.55623,Ste-Luce-sur-Loire,Loire-Atlantique,"47.2486903246, -1.46805394741"
87481812.0,St-Étienne-de-Montluc,O,O,515000,1.0,453+500,338413.336174,6697008.90231,-198796.63901,5987035.0711,St-Étienne-de-Montluc,Loire-Atlantique,"47.2747434728, -1.78582059254"
87481820.0,Cordemais,O,O,515000,1.0,459+111,334028.823482,6700330.91359,-205540.627169,5991539.11006,Cordemais,Loire-Atlantique,"47.3021881165, -1.84640286893"
87481838.0,Savenay,N,O,515000,1.0,469+477,326525.930556,6707053.00161,-217192.951141,6000771.25956,Savenay,Loire-Atlantique,"47.3583982415, -1.95107747612"
87321745.0,Penhoët,N,O,515000,1.0,493+027,307219.696439,6700734.53072,-244990.321805,5989615.74335,St-Nazaire,Loire-Atlantique,"47.2904701301, -2.20078550539"
87487892.0,St-Mathurin,N,O,515000,1.0,323+835,449867.994645,6706575.2655,-35409.134759,6009620.09692,St-Mathurin-sur-Loire,Maine-et-Loire,"47.4122184179, -0.31808566951"
87487843.0,La Bohalle,N,O,515000,1.0,330+549,443743.086831,6709306.77182,-44616.3005749,6013276.28099,La Bohalle,Maine-et-Loire,"47.4344399269, -0.400795047271"
87484311.0,La Pointe-Bouchemaine,O,N,515000,1.0,350+327,427330.295556,6708107.87963,-68749.3401952,6010422.22353,Bouchemaine,Maine-et-Loire,"47.417094376, -0.617585830701"
87484337.0,La Possonnière,N,O,515000,1.0,358+445,421278.127076,6703266.4727,-77340.5918191,6002848.41729,La Possonnière,Maine-et-Loire,"47.3710368136, -0.694762357134"
87590349.0,Babinière,N,O,519000,1.0,435+050,356491.334805,6694171.97438,-171980.888926,5984429.21683,La Chapelle-sur-Erdre,Loire-Atlantique,"47.2588586119, -1.54493061098"
87481564.0,La Chapelle-sur-Erdre,O,N,519000,1.0,439+349,356463.220435,6698277.89489,-172370.167924,5990481.70428,La Chapelle-sur-Erdre,Loire-Atlantique,"47.2957462621, -1.54842756372"
87487470.0,Nueil-Les Aubiers,N,N,523000,1.0,73+705,426791.888147,6655182.34954,-65989.3306294,5932431.40313,Nueil-les-Aubiers,Deux-Sèvres,"46.9408915688, -0.592792242937"
87487249.0,Bressuire,N,O,523000,1.0,89+804,433614.399176,6643455.75286,-55255.5217203,5915699.47025,Bressuire,Deux-Sèvres,"46.8381717507, -0.496368796937"
87485581.0,Benet,N,N,523000,1.0,152+507,424743.066061,6592257.88347,-64808.4971476,5840495.71251,Benet,Vendée,"46.3740546877, -0.58218463528"
87487173.0,Parthenay,O,N,524000,1.0,38+839,452308.648318,6621406.2087,-26652.4723229,5884643.68389,Parthenay,Deux-Sèvres,"46.6469941565, -0.239423232472"
87487413.0,Clessé,N,N,524000,1.0,56+231,438602.870089,6629398.35871,-47086.3373323,5895465.27112,Clessé,Deux-Sèvres,"46.7136881695, -0.422983764992"
87487249.0,Bressuire,N,O,524000,1.0,71+678,433614.399176,6643455.75286,-55255.5217203,5915699.47025,Bressuire,Deux-Sèvres,"46.8381717507, -0.496368796937"
87487231.0,Noirterre,N,O,525000,1.0,132+099,441558.435582,6646622.6421,-43861.8157466,5920844.43148,Bressuire,Deux-Sèvres,"46.8697783763, -0.394017394738"
87571703.0,La Roche-Clermault,N,N,525000,1.0,195+022,487441.935599,6674799.83817,21691.11297,5964871.59702,La Roche-Clermault,Indre-et-Loire,"47.1394863991, 0.194854583104"
87571885.0,Joué-lès-Tours,O,O,525000,1.0,245+149,523820.43039,6697508.15981,74114.3695711,6000125.54448,Joué-lès-Tours,Indre-et-Loire,"47.3544687381, 0.665780709585"
87486449.0,Les Sables-d'Olonne,N,O,525000,1.0,0+082,333523.013189,6611119.5929,-198330.516519,5860869.0296,Les Sables-d'Olonne,Vendée,"46.5001805585, -1.78163334297"
87486316.0,Fougeré,N,O,525000,1.0,53+233,376644.532422,6626999.00133,-137060.895145,5887576.94323,Fougeré,Vendée,"46.6650801219, -1.23123896964"
87486324.0,Bournezeau,N,O,525000,1.0,57+649,380659.159927,6625273.46087,-131091.063556,5885372.56011,Bournezeau,Vendée,"46.6514888449, -1.17761106004"
87487355.0,Sigournais,N,O,525000,1.0,78+319,396501.050501,6628868.72068,-108323.968382,5891811.16672,Chantonnay,Vendée,"46.6911769373, -0.973090764337"
87481440.0,Clisson,O,O,527000,1.0,0+000,374969.098617,6673906.8315,-143202.248045,5956122.34244,Clisson,Loire-Atlantique,"47.0859973475, -1.28640768138"
87481457.0,Cugand-la-Bernardière,N,O,527000,1.0,4+042,377299.41188,6670700.19833,-139534.546923,5951595.90633,Cugand,Vendée,"47.0583036279, -1.25346016164"
87485599.0,Nieul-Oulmes,N,N,529000,1.0,11+053,417522.594539,6596528.06463,-75541.9171187,5846212.82819,Oulmes,Vendée,"46.4094773205, -0.678604587401"
87481424.0,Le Pallet,N,O,530000,1.0,18+261,370759.95708,6680568.84394,-149906.908473,5965580.11372,Le Pallet,Loire-Atlantique,"47.1438156022, -1.34663667076"
87486258.0,Luçon,N,O,530000,1.0,112+987,380337.01907,6604408.76426,-129957.181881,5854975.25587,Luçon,Vendée,"46.463723759, -1.16742522765"
87486126.0,L'Herbergement-Les Brouzils,O,O,530000,1.0,48+468,367449.122439,6654397.59816,-152635.734477,5926891.32552,L'Herbergement,Vendée,"46.9069019946, -1.37115013183"
87487678.0,Nantilly-Saumur,N,N,531000,1.0,0+000,467582.200039,6686409.04145,-8119.91455377,5980889.94487,Saumur,Maine-et-Loire,"47.2372761555, -0.0729424334864"
87481218.0,Port-St-Père-St-Mars,N,O,534000,1.0,20+200,340837.312493,6679219.25485,-193662.414146,5961060.56876,Port-St-Père,Loire-Atlantique,"47.1161940757, -1.73969906586"
87481226.0,Ste-Pazanne,N,O,536000,1.0,0+475,334827.437263,6678052.5538,-202364.938531,5958810.43447,Ste-Pazanne,Loire-Atlantique,"47.102436868, -1.81787517251"
87485474.0,La Crèche,N,O,538000,1.0,59+581,446640.138876,6589799.39167,-32975.8815023,5838312.71635,La Crèche,Deux-Sèvres,"46.3605230133, -0.296227383611"
87485540.0,Lusignan,O,O,538000,1.0,21+725,478657.661061,6596883.20428,12975.6420357,5850421.68937,Cloué,Vienne,"46.4355402787, 0.116562175619"
87485003.0,La Rochelle-Ville,O,O,539000,1.0,0+000,380229.864347,6569806.01295,-127478.641819,5804823.80494,La Rochelle,Charente-Maritime,"46.1525160774, -1.14516012344"
87491357.0,St-Jean-d'Angély,O,O,543000,1.0,0+000,428167.789934,6543942.0961,-56744.5837518,5770867.72154,St-Jean-d'Angély,Charente-Maritime,"45.9408017047, -0.509745268752"
87491043.0,Taillebourg,N,O,543000,1.0,18+780,417177.056698,6532141.74104,-71737.2364382,5753175.07847,Taillebourg,Charente-Maritime,"45.8301674473, -0.64442655933"
87491811.0,Saujon,O,O,544000,1.0,28+176,394098.651616,6515104.40809,-103573.864159,5727139.07158,Saujon,Charente-Maritime,"45.6669603985, -0.930419852089"
87491894.0,Gémozac,N,N,546000,1.0,10+528,413587.306974,6503777.61228,-74987.6067501,5712268.46032,Gémozac,Charente-Maritime,"45.5735296513, -0.673625132636"
87491886.0,St-André-de-Lidon,N,N,546000,1.0,17+340,407647.917068,6506759.83328,-83657.521936,5716135.43584,St-André-de-Lidon,Charente-Maritime,"45.5978404986, -0.751508305872"
87491878.0,Cozes,N,N,546000,1.0,24+391,401244.034987,6505800.67441,-92724.6037124,5714322.63036,Cozes,Charente-Maritime,"45.5864450895, -0.832959287286"
87491563.0,St-Savin-de-Blaye,N,N,547000,1.0,4+858,429927.320911,6455532.01484,-48690.7389756,5644561.89927,St-Savin,Gironde,"45.146166897, -0.437396350165"
87545483.0,Breuillet-Bruyères-le-Châtel,N,O,550000,1.0,40+687,640368.530916,6831087.51359,243968.984887,6203432.43153,Breuillet,Essonne,"48.5772547463, 2.19161067974"
87545509.0,St-Chéron,N,O,550000,1.0,46+477,635477.191373,6828231.01639,236635.800706,6199031.52733,St-Chéron,Essonne,"48.5510919091, 2.12573556543"
87545517.0,Sermaise,N,O,550000,1.0,51+103,631248.391168,6826542.66931,230287.916971,6196404.86705,Sermaise,Essonne,"48.5354702855, 2.06871155564"
87545657.0,Auneau,O,O,550000,1.0,76+503,608907.675721,6815396.42734,196867.262569,6179103.91361,Roinville,Eure-et-Loir,"48.4324552658, 1.76848870909"
87545707.0,Voves,O,O,550000,1.0,99+003,597784.231553,6798106.12843,180584.026715,6152771.67116,Voves,Eure-et-Loir,"48.2752635802, 1.62221391267"
87574665.0,Château-Renault,O,O,550000,1.0,206+077,542291.846486,6722924.13753,100348.004719,6038556.76925,Château-Renault,Indre-et-Loire,"47.5878327414, 0.901441463695"
87394007.0,Chartres,O,O,553000,1.0,85+463,587711.501133,6817568.18202,164911.927955,6181824.73571,Chartres,Eure-et-Loir,"48.4486697149, 1.48142905416"
87394007.0,Chartres,O,O,556000,1.0,0+000,587711.501133,6817568.18202,164911.927955,6181824.73571,Chartres,Eure-et-Loir,"48.4486697149, 1.48142905416"
87543314.0,Orgères,O,N,556000,1.0,40+842,601771.87229,6783641.34612,186929.337329,6131135.74083,Orgères-en-Beauce,Eure-et-Loir,"48.1457437436, 1.67921480773"
87543330.0,Patay,O,N,556000,1.0,51+771,603136.658898,6772912.28763,189236.178082,6115079.66946,Patay,Loiret,"48.0494149913, 1.69993751079"
87394494.0,Courtalain-St-Pellerin,O,O,558000,1.0,0+000,560506.741144,6776453.15734,125438.111518,6119102.08989,Courtalain,Eure-et-Loir,"48.0735645355, 1.12682972788"
87574558.0,Vendôme,O,O,559000,1.0,32+470,555647.83196,6746459.05407,119272.518328,6074087.04184,Vendôme,Loir-et-Cher,"47.802659905, 1.07144326189"
87574723.0,Villetrun-Coulommiers,N,N,559000,1.0,39+361,561162.999953,6744416.10517,127543.142729,6071238.11987,Coulommiers-la-Tour,Loir-et-Cher,"47.7854670652, 1.14573954498"
87396598.0,Vaas,N,O,561000,1.0,291+701,498668.443661,6733473.18043,35242.8361256,6052270.33526,Vaas,Sarthe,"47.6708541414, 0.316591783473"
87396580.0,Mayet,N,O,561000,1.0,304+891,495212.644624,6743511.50629,29604.030764,6067033.97198,Mayet,Sarthe,"47.7600852376, 0.265937533069"
87396564.0,Écommoy,N,O,561000,1.0,312+260,495689.829967,6750658.12367,29945.4555995,6077710.12659,Écommoy,Sarthe,"47.8245164906, 0.269004604555"
87396556.0,Laigné-St-Gervais,N,O,561000,1.0,319+332,492003.696929,6756298.0334,24169.3512605,6085932.78711,St-Gervais-en-Belin,Sarthe,"47.8740863029, 0.21711697645"
87583658.0,Charmant,O,N,570000,3.0,470+695,478429.438282,6492776.22151,18068.1187209,5700362.84125,Charmant,Charente,"45.4986154658, 0.162308672028"
87545244.0,Juvisy,O,O,570000,1.0,19+038,654540.780384,6843472.13911,265209.061339,6222389.97541,Juvisy-sur-Orge,Essonne,"48.6898003395, 2.38241353288"
87545228.0,Épinay-sur-Orge,N,O,570000,1.0,23+544,650807.827903,6841226.79052,259592.586663,6218939.01753,Épinay-sur-Orge,Essonne,"48.6693316653, 2.33195988244"
87545210.0,Ste-Geneviève-des-Bois,N,O,570000,1.0,25+898,649417.770236,6839435.59613,257514.830534,6216205.7083,Ste-Geneviève-des-Bois,Essonne,"48.6531136791, 2.31329508156"
87545145.0,Étréchy,N,O,570000,1.0,48+690,640495.508916,6821791.45185,244303.674234,6189376.50276,Étréchy,Essonne,"48.493646549, 2.19461724531"
87584508.0,St-Denis-de-Pile,N,O,570000,3.0,539+433,447975.649178,6436136.20216,-22035.8762872,5618138.76515,St-Denis-de-Pile,Gironde,"44.9785087634, -0.197951644675"
87584714.0,Vayres,O,O,570000,3.0,555+300,438286.440033,6427433.30874,-35190.492756,5605261.20572,Vayres,Gironde,"44.8966208173, -0.316121574987"
87584755.0,La Gorp,N,O,570000,3.0,570+454,424227.687079,6431611.48393,-55256.0181298,5610310.89476,Ambarès-et-Lagrave,Gironde,"44.92874553, -0.496373256254"
87581850.0,Bassens-Ville,N,O,570000,3.0,574+622,422037.567253,6428668.38994,-58157.8117433,5606011.8572,Bassens,Gironde,"44.9013973888, -0.522440511797"
87775825.0,Le Cailar,N,O,819000,1.0,24+462,799594.407388,6287916.74512,471428.870291,5416558.62661,Le Cailar,Gard,"43.6832766533, 4.23491759558"
87775833.0,Aimargues,N,O,819000,1.0,26+627,797491.396353,6287370.11765,468514.988521,5415846.67728,Aimargues,Gard,"43.6786514132, 4.20874175028"
87775882.0,St-Gilles-du-Gard,O,N,820000,1.0,17+186,815500.978676,6286819.82957,493352.813908,5414667.66408,St-Gilles,Gard,"43.6709910684, 4.43186373197"
87775825.0,Le Cailar,N,O,820000,2.0,35+947,799594.407388,6287916.74512,471428.870291,5416558.62661,Le Cailar,Gard,"43.6832766533, 4.23491759558"
87765305.0,Barbentane-Rognonas,O,N,830000,1.0,747+439,843235.898241,6312466.21203,532414.959805,5449462.23586,Barbentane,Bouches-du-Rhône,"43.8966486933, 4.78276495886"
87753004.0,Miramas,O,O,830000,1.0,809+266,861533.703734,6277807.38826,556540.974967,5400815.78814,Miramas,Bouches-du-Rhône,"43.5809187235, 4.99949264052"
87712323.0,Lantenay,N,O,830000,1.0,299+465,840526.234822,6694410.56021,541132.401661,5996946.52282,Lantenay,Côte-d'Or,"47.3351185143, 4.86107507145"
87713537.0,Corgoloin,N,O,830000,1.0,342+595,845429.711248,6666627.70385,547364.433174,5955797.91243,Corgoloin,Côte-d'Or,"47.084012893, 4.91705836304"
87761205.0,Portes,O,N,830000,1.0,622+550,847993.088502,6421796.02799,542598.58304,5602576.98691,Portes-lès-Valence,Drôme,"44.8795372567, 4.87424600287"
87764241.0,La Coucourde-Condillac,N,N,830000,1.0,650+579,841190.650212,6396195.39427,532198.047997,5566671.63463,La Coucourde,Drôme,"44.6505317905, 4.78081640695"
87764308.0,Pierrelatte,O,O,830000,1.0,682+788,835758.14282,6365421.56905,523640.679496,5523603.78477,Pierrelatte,Drôme,"44.3746462049, 4.70394425778"
87682112.0,Yerres,N,O,830000,1.0,19+064,661835.695059,6845240.15834,276223.481239,6225151.5995,Yerres,Essonne,"48.7061743756, 2.4813577503"
87682120.0,Brunoy,N,O,830000,1.0,21+102,663612.71777,6844593.28303,278917.8182,6224187.50904,Brunoy,Essonne,"48.7004587603, 2.50556139102"
87722652.0,St-Clair-les-Roches,O,O,830000,1.0,554+215,838331.905462,6484974.43693,530979.011144,5692685.96256,St-Clair-du-Rhône,Isère,"45.4502570215, 4.76986561258"
87721225.0,Collonges-Fontaines,O,O,830000,1.0,499+491,843331.939299,6527153.1192,539502.305775,5752978.47697,Collonges-au-Mont-d'Or,Rhône,"45.8289368363, 4.84643167095"
87728246.0,Lyon-Guillotière (Scaronne),N,N,830000,1.0,515+314,843853.589946,6514858.50789,539837.227586,5735296.32893,Lyon-07,Rhône,"45.7181456074, 4.84944032477"
87722546.0,Sérézin,N,O,830000,1.0,526+418,841626.462451,6504707.81817,536316.590773,5720812.5832,Sérézin-du-Rhône,Rhône,"45.627230655, 4.81781390619"
87712026.0,Rully,N,O,830000,1.0,369+331,834100.338412,6643731.01485,529996.085029,5922557.04743,Rully,Saône-et-Loire,"46.8802952253, 4.76103583706"
87725663.0,Fleurville-Pont-de-Vaux,N,O,830000,1.0,422+236,844605.905771,6596278.78198,543693.362857,5852912.25095,Fleurville,Saône-et-Loire,"46.4509569682, 4.88408057729"
87725671.0,Senozan,N,O,830000,1.0,429+173,843735.623432,6589640.89037,542203.545911,5843292.88463,Senozan,Saône-et-Loire,"46.3913885372, 4.87069732395"
87725721.0,Pontanevaux,N,O,830000,1.0,450+712,836652.636672,6569669.7482,531295.751625,5814560.25665,La Chapelle-de-Guinchay,Saône-et-Loire,"46.2130726567, 4.77271094072"
87682179.0,Le Mée,N,O,830000,1.0,41+322,672123.642158,6826825.88962,291920.039413,6197345.57448,Le Mée-sur-Seine,Seine-et-Marne,"48.5410655401, 2.62236233145"
87682005.0,Melun,O,O,830000,1.0,44+076,674404.731984,6825346.08467,295369.745858,6195123.52229,Melun,Seine-et-Marne,"48.5278479516, 2.65335157171"
87681825.0,Villeneuve-St-Georges,N,O,830000,1.0,14+386,659281.510693,6848066.16433,272329.658028,6229413.91395,Villeneuve-St-Georges,Val-de-Marne,"48.731435751, 2.44637894125"
87681163.0,Pompadour-Maisons-Alfort,O,N,830000,1.0,7+650,658260.819616,6854515.75875,270714.626718,6239198.27818,Maisons-Alfort,Val-de-Marne,"48.7893765699, 2.43187086815"
87765107.0,Orange,O,O,830000,1.0,713+253,845581.656866,6339282.93369,536519.990198,5486738.29604,Orange,Vaucluse,"44.1374545887, 4.81964107431"
87765180.0,Courthézon,N,O,830000,1.0,721+691,851200.467385,6334131.00263,544163.6536,5479366.56015,Courthézon,Vaucluse,"44.0899102485, 4.88830527092"
87683003.0,Sens,O,O,830000,1.0,112+627,719865.941507,6788745.1803,363722.601579,6139985.03064,Sens,Yonne,"48.1987581125, 3.26737572178"
87683219.0,Villeneuve-sur-Yonne,N,O,830000,1.0,126+958,721320.893856,6776229.21768,365834.462699,6121189.26357,Villeneuve-sur-Yonne,Yonne,"48.0860909077, 3.286346893"
87683227.0,St-Julien-du-Sault,O,O,830000,1.0,134+637,722635.669385,6769761.83347,367762.92569,6111489.09262,St-Julien-du-Sault,Yonne,"48.0278485511, 3.3036705708"
87683243.0,Joigny,O,O,830000,1.0,145+456,729198.369386,6763740.67593,377519.057823,6102431.37314,Joigny,Yonne,"47.9734041505, 3.39131139689"
87683318.0,St-Florentin-Vergigny,O,O,830000,1.0,172+339,754534.140889,6764699.31258,415328.675945,6103596.49045,Vergigny,Yonne,"47.9804106914, 3.73096097535"
87713206.0,Flogny,N,N,830000,1.0,183+728,764623.442011,6760105.13434,430306.640435,6096571.42289,Flogny-la-Chapelle,Yonne,"47.9381503793, 3.86551031961"
87713180.0,Tanlay,N,N,830000,1.0,204+056,780048.376072,6750401.60983,453105.29632,6081791.46553,Tanlay,Yonne,"47.8491265178, 4.07031413"
87118000.0,Troyes,O,O,832000,1.0,166+193,778969.1532,6800038.20077,452495.385421,6156220.64881,Troyes,Aube,"48.2958800327, 4.06483520717"
87118356.0,Bouilly-Roncenay,O,N,832000,1.0,178+915,778633.029895,6788859.24106,451766.026104,6139415.14224,Roncenay,Aube,"48.1953456735, 4.05828326095"
87142844.0,Recey-sur-Ource,N,N,838000,1.0,260+417,839062.26155,6743706.99521,540683.795496,6070173.20599,Recey-sur-Ource,Côte-d'Or,"47.7790390004, 4.85704517369"
87713859.0,Is-sur-Tille,O,O,838000,2.0,305+703,860256.273204,6715479.90417,571044.26047,6027406.8732,Marcilly-sur-Tille,Côte-d'Or,"47.5202344872, 5.12977787089"
87142778.0,Lux,O,N,838000,2.0,313+603,865919.554511,6712038.94463,579276.299918,6022074.20299,Lux,Côte-d'Or,"47.4878733849, 5.20372753944"
87142836.0,Villars-Santenoge,N,N,838000,1.0,271+827,848437.744462,6740744.61553,554504.939674,6065419.31144,Villars-Santenoge,Haute-Marne,"47.7503337065, 4.98120262429"
87142661.0,Maâtz,N,N,846000,1.0,320+353,883083.684417,6736399.97438,605752.073253,6057505.48623,Maâtz,Haute-Marne,"47.7025127644, 5.4415634579"
87185579.0,Gray,O,N,846000,1.0,352+504,894229.966826,6708886.71981,620954.520555,6016132.93829,Gray,Haute-Saône,"47.4517955548, 5.57812936558"
87185447.0,Noidans-le-Ferroux,N,N,847000,1.0,13+871,922800.342268,6722806.99469,663905.074417,6035283.91377,Noidans-le-Ferroux,Haute-Saône,"47.5679995065, 5.96396075553"
87185454.0,Fresne-St-Mamès,N,N,847000,1.0,22+704,914480.417972,6721173.56582,651507.618429,6033314.94885,Fresne-St-Mamès,Haute-Saône,"47.5560641217, 5.85259251356"
87185579.0,Gray,O,N,847000,1.0,53+140,894229.966826,6708886.71981,620954.520555,6016132.93829,Gray,Haute-Saône,"47.4517955548, 5.57812936558"
87713834.0,St-Julien-Clénay,O,O,849000,1.0,333+261,860475.936231,6702761.21988,570862.077099,6008553.21172,St-Julien,Côte-d'Or,"47.4057323487, 5.12814128982"
87713347.0,Auxonne,N,O,850000,1.0,346+077,879965.884622,6679628.94632,598589.955095,5973562.60008,Tillenay,Côte-d'Or,"47.1925661055, 5.37722505583"
87718841.0,Arc-et-Senans,N,O,850000,1.0,385+873,910834.299291,6662600.57688,643065.59165,5947016.60504,Arc-et-Senans,Doubs,"47.0302718235, 5.77675649671"
87715227.0,Les Longevilles-Rochejean,N,O,850000,1.0,454+173,952190.719435,6633325.6875,701838.279507,5901776.78442,Longevilles-Mont-d'Or,Doubs,"46.7525483509, 6.30472053461"
87718874.0,Mesnay-Arbois,N,N,850000,1.0,402+749,912810.180752,6649494.68385,645279.791982,5927676.25875,Arbois,Jura,"46.911719041, 5.79664699671"
87718882.0,Pont-d'Héry,N,N,850000,1.0,411+855,919871.054811,6646120.86413,655419.704466,5922358.1796,Pont-d'Héry,Jura,"46.8790741214, 5.88773538034"
87718320.0,St-Vit,O,O,852000,1.0,387+993,912675.019478,6679712.32108,646654.128598,5972101.71582,St-Vit,Doubs,"47.1836475633, 5.80899287259"
87718312.0,Dannemarie-Velesmes,N,O,852000,1.0,393+398,917496.207723,6682133.93766,653866.050481,5975415.09163,Dannemarie-sur-Crète,Doubs,"47.2038732135, 5.87377866915"
87718460.0,Baume-les-Dames,N,O,852000,1.0,437+922,953514.202936,6700252.44244,707917.567083,6000059.00008,Baume-les-Dames,Doubs,"47.3540637651, 6.35933170407"
87184507.0,Héricourt,O,O,852000,1.0,491+676,983276.371914,6725932.98903,753563.830912,6036094.02283,Héricourt,Haute-Saône,"47.5729094004, 6.76937906867"
87718361.0,Orchamps (Jura),N,O,852000,1.0,375+685,901453.816847,6675605.96751,629965.203653,5966624.74652,Orchamps,Jura,"47.1501979102, 5.65907370905"
